ID_Keluar (Key),Tanggal,ID_Detail,ID Bahan Baku,Nama Bahan Baku,Jumlah_Keluar
7f1902d0,06/27/2026 00:00:00,6a4c7d01,BK-01,Biji Kopi,18
588b7905,06/27/2026 00:00:00,6a4c7d01,BK-02,SKM,25
948f5466,06/27/2026 00:00:00,d5352510,BK-01,Biji Kopi,18
ba18921b,06/27/2026 00:00:00,d5352510,BK-02,SKM,25
cd503b99,06/27/2026 00:00:00,9f4b9099,BK-01,Biji Kopi,18
32885c05,06/27/2026 00:00:00,9f4b9099,BK-02,SKM,25
32b9a1f7,06/27/2026 00:00:00,d1f2bd56,MB-01,Le Mineral,1
a492e12f,06/27/2026 00:00:00,8764c9ab,BK-01,Biji Kopi,18
9543d952,06/27/2026 00:00:00,f2e83895,BMK-02,Nasi,100
650a5ca9,06/27/2026 00:00:00,f2e83895,BMK-02,Nasi,100
6486acdc,06/27/2026 00:00:00,f2e83895,BMK-09,Minyak Goreng,10
07962d0a,06/27/2026 00:00:00,f2e83895,BMK-10,Telur,1
dfcbb55d,06/28/2026 00:00:00,5bd1bfc0,BK-01,Biji Kopi,18
6471ad59,06/28/2026 00:00:00,5bd1bfc0,BK-02,SKM,25
ebf2f834,06/28/2026 00:00:00,f7bf183e,MB-02,Badak,1
69ab0d63,06/28/2026 00:00:00,bbdb5cb2,BK-01,Biji Kopi,18
37251445,06/28/2026 00:00:00,a8a0d7ef,BMK-02,Nasi,100
6e6b3a43,06/28/2026 00:00:00,a8a0d7ef,BMK-09,Minyak Goreng,10
dbfcb0b8,06/28/2026 00:00:00,a8a0d7ef,BMK-10,Telur,1
c5fb6586,06/28/2026 00:00:00,3f08c62a,BK-01,Biji Kopi,18
0b796176,06/28/2026 00:00:00,3f08c62a,BK-02,SKM,25
5c90194b,06/28/2026 00:00:00,b2f59618,MB-02,Badak,1
c39367f0,06/28/2026 00:00:00,8919cc85,MB-02,Badak,1
ed9269e6,06/28/2026 00:00:00,c1891a14,BK-01,Biji Kopi,18
74712734,06/28/2026 00:00:00,b40365f1,BK-01,Biji Kopi,18
03d9a20c,06/28/2026 00:00:00,b40365f1,BK-02,SKM,25
869ea485,06/28/2026 00:00:00,3ce6ddf8,BK-01,Biji Kopi,18
c71f6309,06/28/2026 00:00:00,3ce6ddf8,BK-02,SKM,25
66a410e6,06/28/2026 00:00:00,38891301,BK-01,Biji Kopi,18
77f92be6,06/28/2026 00:00:00,38891301,BK-02,SKM,25
d1465e88,06/29/2026 00:00:00,68775380,BK-01,Biji Kopi,18
64ae1bad,06/29/2026 00:00:00,68775380,BK-02,SKM,25
f1089f54,06/29/2026 00:00:00,e6b2ef51,MB-01,Le Mineral,1
d36c9890,06/29/2026 00:00:00,89322aa0,BK-01,Biji Kopi,18
45481ff2,06/29/2026 00:00:00,23fe428d,BK-01,Biji Kopi,18
0ec29c4a,06/29/2026 00:00:00,23fe428d,BK-02,SKM,25
e3ed569e,06/29/2026 00:00:00,f04966d2,MB-01,Le Mineral,2
7e2b2608,06/29/2026 00:00:00,67e78aaf,BK-01,Biji Kopi,18
8dce68c1,06/29/2026 00:00:00,67e78aaf,BK-02,SKM,25
fc338969,06/29/2026 00:00:00,a836410f,BK-06,Teh,2
48fc9747,06/29/2026 00:00:00,a836410f,BK-04,Gula Putih,50
0eb41aa6,06/29/2026 00:00:00,3bc6412e,BK-01,Biji Kopi,18
595e6f4d,06/29/2026 00:00:00,3bc6412e,BK-02,SKM,25
0351bb5b,06/29/2026 00:00:00,8f61f017,MB-01,Le Mineral,1
9b8c4e6e,06/30/2026 00:00:00,09bb8396,MB-02,Badak,1
a7978c89,06/30/2026 00:00:00,27c07b91,MB-01,Le Mineral,1
9528cda6,06/30/2026 00:00:00,c47c8b23,BK-01,Biji Kopi,18
2b86c2fc,06/30/2026 00:00:00,c47c8b23,BK-02,SKM,25
a9b3b6db,06/30/2026 00:00:00,8e9ee154,BK-01,Biji Kopi,18
8167dd5a,07/01/2026 00:00:00,ddd85e6e,MB-01,Le Mineral,1
7ff0d2bf,07/01/2026 00:00:00,8aaa23c7,BK-01,Biji Kopi,18
4ffcb778,07/01/2026 00:00:00,8aaa23c7,BK-02,SKM,25
5df1bacb,07/01/2026 00:00:00,db2fc557,BK-01,Biji Kopi,18
8979baa3,07/01/2026 00:00:00,86646ff0,MB-02,Badak,1
c5f587ec,07/01/2026 00:00:00,d39872f7,BK-01,Biji Kopi,18
5d532907,07/01/2026 00:00:00,ba2d469b,MB-01,Le Mineral,1
786882ae,07/01/2026 00:00:00,f83df15c,BK-01,Biji Kopi,36
b7cb8dcf,07/01/2026 00:00:00,ce643faf,MB-02,Badak,1
b27f2d3f,07/01/2026 00:00:00,6ee28010,BK-01,Biji Kopi,18
46d24afa,07/01/2026 00:00:00,6ee28010,BK-02,SKM,25
b21dba6a,07/02/2026 00:00:00,5121e62a,MB-01,Le Mineral,1
8655cf7f,07/02/2026 00:00:00,210b01f6,BK-01,Biji Kopi,18
ef3d4a8c,07/02/2026 00:00:00,210b01f6,BK-02,SKM,25
9dc50bad,07/02/2026 00:00:00,0f620f94,BK-01,Biji Kopi,18
c9d4e979,07/02/2026 00:00:00,0f620f94,BK-02,SKM,25
be51a1f2,07/02/2026 00:00:00,3e15dd3f,BK-01,Biji Kopi,18
7caa07b4,07/02/2026 00:00:00,3e15dd3f,BK-02,SKM,25
c7e17b88,07/02/2026 00:00:00,64ac8f00,BK-01,Biji Kopi,18
81bebc37,07/02/2026 00:00:00,64ac8f00,BK-02,SKM,25
d1485e4b,07/02/2026 00:00:00,17dfa0bc,MB-02,Badak,2
b4165ee0,07/02/2026 00:00:00,17dfa0bc,BK-02,SKM,60
,,,,,
,,,,,
3b05cd3b,07/02/2026 00:00:00,ee22e608,BK-06,Teh,1
5e626e55,07/02/2026 00:00:00,ee22e608,BK-04,Gula Putih,25
a1078e7d,07/02/2026 00:00:00,1dc27b18,BK-01,Biji Kopi,18
9a3a0881,07/02/2026 00:00:00,1dc27b18,BK-02,SKM,25
e8520298,07/02/2026 00:00:00,38497a5c,MB-02,Badak,1
4925b82c,07/02/2026 00:00:00,38497a5c,BK-02,SKM,30
76cdcd2b,07/02/2026 00:00:00,4d0263a8,MB-01,Le Mineral,1
1e3ffc49,07/02/2026 00:00:00,80337192,MB-01,Le Mineral,1
3d0db9ea,07/03/2026 00:00:00,33858266,BK-06,Teh,2
30402f76,07/03/2026 00:00:00,33858266,BK-04,Gula Putih,50
95b45fb4,07/03/2026 00:00:00,9997c935,BK-01,Biji Kopi,18
f93ae8f9,07/03/2026 00:00:00,9997c935,BK-02,SKM,25
4d9505f8,07/03/2026 00:00:00,2f9479d9,BK-01,Biji Kopi,18
b87f3cb7,07/03/2026 00:00:00,2f9479d9,BK-02,SKM,25
39e67fbb,07/03/2026 00:00:00,8aaedf56,BK-01,Biji Kopi,18
0dff6c3d,07/03/2026 00:00:00,8aaedf56,BK-02,SKM,25
19578b64,07/03/2026 00:00:00,3ddf7b80,BK-01,Biji Kopi,18
40d84091,07/03/2026 00:00:00,3ddf7b80,BK-02,SKM,25
d076f8f2,07/03/2026 00:00:00,6f9bf153,MB-02,Badak,1
f57f297a,07/03/2026 00:00:00,190f7e4b,BK-01,Biji Kopi,18
97ce2a2a,07/03/2026 00:00:00,190f7e4b,BK-02,SKM,25
959d14a9,07/03/2026 00:00:00,a7bcecd4,BMK-08,Indomie Goreng,1
517c6bf1,07/03/2026 00:00:00,a7bcecd4,BMK-09,Minyak Goreng,10
be0af478,07/03/2026 00:00:00,a7bcecd4,BMK-10,Telur,1
81ef9773,07/03/2026 00:00:00,c4db02a7,MB-01,Le Mineral,1
300fbaee,07/03/2026 00:00:00,f748e61a,BMK-07,Indomie Kuah,1
e29251fb,07/03/2026 00:00:00,f748e61a,BMK-09,Minyak Goreng,10
bacbffdb,07/03/2026 00:00:00,f748e61a,BMK-10,Telur,1
9c1719d3,07/03/2026 00:00:00,54f8cc7d,MB-01,Le Mineral,1
22962b26,07/03/2026 00:00:00,c17675cb,MB-01,Le Mineral,2
ed980a6d,07/03/2026 00:00:00,fe21d9b1,MB-02,Badak,1
1d8447ac,07/03/2026 00:00:00,5c196e49,BK-01,Biji Kopi,18
ced0e11d,07/03/2026 00:00:00,5c196e49,BK-02,SKM,25
4722c005,07/04/2026 00:00:00,cf5f8964,MB-01,Le Mineral,1
08d751c5,07/04/2026 00:00:00,4c90f436,BK-01,Biji Kopi,18
c3353c33,07/04/2026 00:00:00,4c90f436,BK-02,SKM,25
65677806,07/04/2026 00:00:00,e13082f4,BK-01,Biji Kopi,18
ae3f4b1b,07/04/2026 00:00:00,e13082f4,BK-02,SKM,25
b6fe8b1a,07/04/2026 00:00:00,ac4a2288,BMK-08,Indomie Goreng,1
b89e3a84,07/04/2026 00:00:00,ac4a2288,BMK-09,Minyak Goreng,10
82c3acfc,07/04/2026 00:00:00,ac4a2288,BMK-10,Telur,1
630df893,07/04/2026 00:00:00,af438fec,MB-01,Le Mineral,1
fb1990e3,07/04/2026 00:00:00,49887b14,MB-01,Le Mineral,1
ae3995b7,07/04/2026 00:00:00,e3986eef,BMK-05,Sosis,4
f598c4e7,07/04/2026 00:00:00,e3986eef,BMK-09,Minyak Goreng,10
9f257ef4,07/04/2026 00:00:00,a24d1337,BK-01,Biji Kopi,18
06c18a16,07/04/2026 00:00:00,a24d1337,BK-02,SKM,25
5830d732,07/04/2026 00:00:00,380247d0,BK-01,Biji Kopi,36
8780af6c,07/04/2026 00:00:00,380247d0,BK-02,SKM,50
d312c534,07/04/2026 00:00:00,54e53da9,MB-02,Badak,1
2b128bc5,07/04/2026 00:00:00,29adbd21,MB-01,Le Mineral,1
d8151fdd,07/04/2026 00:00:00,b26dceb1,BK-01,Biji Kopi,18
097bb544,07/04/2026 00:00:00,b26dceb1,BK-02,SKM,25
7bf9e0c4,07/04/2026 00:00:00,e337c554,BK-01,Biji Kopi,18
7af93360,07/04/2026 00:00:00,e337c554,BK-02,SKM,25
3e2d58b4,07/04/2026 00:00:00,5452b6a9,BK-06,Teh,1
4ca21b9a,07/04/2026 00:00:00,5452b6a9,BK-04,Gula Putih,25
4c4f75a0,07/04/2026 00:00:00,9d09bc2f,MB-01,Le Mineral,1
23d07143,07/05/2026 00:00:00,442aa93a,BK-01,Biji Kopi,18
97709da8,07/05/2026 00:00:00,4c2ea24e,MB-01,Le Mineral,2
85839f17,07/05/2026 00:00:00,7012c277,BK-01,Biji Kopi,18
3b4e97f8,07/05/2026 00:00:00,729af2f3,BK-01,Biji Kopi,18
9023fa69,07/05/2026 00:00:00,309d8d52,BK-01,Biji Kopi,18
4458f455,07/05/2026 00:00:00,309d8d52,BK-02,SKM,25
e6bd55c2,07/05/2026 00:00:00,11b28a1b,BK-01,Biji Kopi,18
045e613f,07/05/2026 00:00:00,11b28a1b,BK-02,SKM,25
77121dbd,07/05/2026 00:00:00,219276f2,BK-01,Biji Kopi,18
f235967f,07/05/2026 00:00:00,219276f2,BK-02,SKM,25
31f907be,07/05/2026 00:00:00,925c7fc8,MB-01,Le Mineral,1
f7b35557,07/05/2026 00:00:00,115a65a4,MB-01,Le Mineral,1
aeec6fcf,07/05/2026 00:00:00,223c6354,BK-01,Biji Kopi,18
40b9f440,07/05/2026 00:00:00,77bcf9ef,BK-01,Biji Kopi,18
9cab797a,07/05/2026 00:00:00,77bcf9ef,BK-02,SKM,25
8a4df2b8,07/06/2026 00:00:00,54f10e99,MB-02,Badak,1
9b774187,07/06/2026 00:00:00,20f3d93a,BK-01,Biji Kopi,18
7239182f,07/06/2026 00:00:00,20f3d93a,BK-02,SKM,25
13206008,07/06/2026 00:00:00,77dcd956,MB-01,Le Mineral,1
c8faa716,07/06/2026 00:00:00,4145aeda,BK-06,Teh,1
9ee8813f,07/06/2026 00:00:00,4145aeda,BK-04,Gula Putih,25
4a24ea10,07/06/2026 00:00:00,3c909fb2,MB-02,Badak,1
bd244498,07/06/2026 00:00:00,3c909fb2,BK-02,SKM,30
c0adbe06,07/06/2026 00:00:00,a53b9d36,MB-02,Badak,1
275b5dda,07/06/2026 00:00:00,21532d58,MB-02,Badak,1
a2e7d645,07/06/2026 00:00:00,44ca0654,MB-01,Le Mineral,1
89be2987,07/06/2026 00:00:00,502d951a,BMK-07,Indomie Kuah,2
c430f5a7,07/06/2026 00:00:00,502d951a,BMK-09,Minyak Goreng,10
f8c35ea3,07/06/2026 00:00:00,502d951a,BMK-10,Telur,1
6312b99d,07/06/2026 00:00:00,ca9a2a41,BK-01,Biji Kopi,18
424281b4,07/06/2026 00:00:00,ca9a2a41,BK-02,SKM,25
91bb5708,07/06/2026 00:00:00,f7c16572,BMK-07,Indomie Kuah,1
8cfdd122,07/06/2026 00:00:00,f7c16572,BMK-09,Minyak Goreng,10
53a39af3,07/06/2026 00:00:00,f7c16572,BMK-10,Telur,1
092a1b40,07/06/2026 00:00:00,6550243c,BK-01,Biji Kopi,18
6a06ee1b,07/06/2026 00:00:00,6550243c,BK-02,SKM,25
96c8a333,07/06/2026 00:00:00,77f57c0c,BK-01,Biji Kopi,18
5d44bb96,07/06/2026 00:00:00,77f57c0c,BK-02,SKM,25
9d22334a,07/06/2026 00:00:00,40a5a25e,BK-01,Biji Kopi,18
95f39ac4,07/06/2026 00:00:00,40a5a25e,BK-02,SKM,25
5da7bf40,07/06/2026 00:00:00,f54ab007,MB-01,Le Mineral,1
8288d3d4,07/06/2026 00:00:00,0e4ee986,MB-01,Le Mineral,1
8ebe5670,07/06/2026 00:00:00,0b7ae126,BK-01,Biji Kopi,18
8b2f1765,07/06/2026 00:00:00,0b7ae126,BK-02,SKM,25
4c5d7aee,07/06/2026 00:00:00,e50c05b8,BK-01,Biji Kopi,18
02795e7f,07/06/2026 00:00:00,e50c05b8,BK-02,SKM,25
8716a5b7,07/06/2026 00:00:00,211bd8a6,BK-06,Teh,1
59e44c40,07/06/2026 00:00:00,211bd8a6,BK-04,Gula Putih,25
51cfcbbd,07/06/2026 00:00:00,1a656c4d,BMK-07,Indomie Kuah,1
c94ab72b,07/06/2026 00:00:00,1a656c4d,BMK-09,Minyak Goreng,10
d4620b07,07/06/2026 00:00:00,1a656c4d,BMK-10,Telur,1
2c0ba3c4,07/07/2026 00:00:00,c26ebd9e,BK-01,Biji Kopi,18
8693c94f,07/07/2026 00:00:00,b1b75d57,MB-01,Le Mineral,1
37c2cec7,07/07/2026 00:00:00,de2e9785,BK-01,Biji Kopi,18
92164162,07/07/2026 00:00:00,52f31960,BK-06,Teh,1
638f870d,07/07/2026 00:00:00,52f31960,BK-04,Gula Putih,25
e23811c5,07/07/2026 00:00:00,12dc5458,BMK-05,Sosis,4
a56496a3,07/07/2026 00:00:00,12dc5458,BMK-09,Minyak Goreng,10
717400b3,07/07/2026 00:00:00,30e1f2bc,BK-06,Teh,3
f60b6573,07/07/2026 00:00:00,30e1f2bc,BK-04,Gula Putih,75
b7ff6992,07/07/2026 00:00:00,16926aac,BMK-08,Indomie Goreng,2
33c175c5,07/07/2026 00:00:00,16926aac,BMK-09,Minyak Goreng,20
18ae94ea,07/07/2026 00:00:00,16926aac,BMK-10,Telur,2
0aeba5dd,07/07/2026 00:00:00,85bc4600,BK-06,Teh,1
4748022f,07/07/2026 00:00:00,85bc4600,BK-04,Gula Putih,25
7be32532,07/07/2026 00:00:00,26660ca5,MB-01,Le Mineral,1
6e21e11c,07/07/2026 00:00:00,317edf32,BK-01,Biji Kopi,18
5d344c00,07/07/2026 00:00:00,317edf32,BK-02,SKM,25
08d03ed3,07/07/2026 00:00:00,7de411e5,BK-01,Biji Kopi,18
986bd130,07/07/2026 00:00:00,7de411e5,BK-02,SKM,25
03c42d5c,07/07/2026 00:00:00,1f916b40,BK-01,Biji Kopi,18
20332233,07/07/2026 00:00:00,1f916b40,BK-02,SKM,25
781474fd,07/08/2026 00:00:00,20725c4d,BK-01,Biji Kopi,18
d0935b55,07/08/2026 00:00:00,20725c4d,BK-02,SKM,25
ee638220,07/08/2026 00:00:00,05c16074,BK-01,Biji Kopi,18
7d63acb7,07/08/2026 00:00:00,05c16074,BK-02,SKM,25
e1ab257a,07/08/2026 00:00:00,562c04dd,MB-02,Badak,1
58a0000b,07/08/2026 00:00:00,ecedd89d,BK-01,Biji Kopi,18
1438728e,07/08/2026 00:00:00,ecedd89d,BK-02,SKM,25
fecd0fb3,07/09/2026 00:00:00,0aa3dce4,MB-01,Le Mineral,1
735bc7d1,07/09/2026 00:00:00,beb5b614,BK-01,Biji Kopi,18
ad12221f,07/09/2026 00:00:00,beb5b614,BK-02,SKM,25
cf7225af,07/09/2026 00:00:00,6bc4219b,BK-01,Biji Kopi,36
c88f34b6,07/09/2026 00:00:00,6d22f34b,MB-02,Badak,1
e21786f8,07/10/2026 00:00:00,fafa4ef7,BK-01,Biji Kopi,18
43de99bf,07/10/2026 00:00:00,5e16bdfa,MB-01,Le Mineral,1
c3ff6fd7,07/10/2026 00:00:00,8a4d5df5,BK-01,Biji Kopi,18
bafd9084,07/10/2026 00:00:00,8a4d5df5,BK-02,SKM,25
c509beee,07/10/2026 00:00:00,dd6768f3,MB-02,Badak,1
0ae6b42d,07/10/2026 00:00:00,b6534582,MB-01,Le Mineral,1
37489c38,07/10/2026 00:00:00,74ef2215,MB-01,Le Mineral,1
d0f3efe4,07/10/2026 00:00:00,1b6c6ec7,BMK-02,Nasi,100
774f5106,07/10/2026 00:00:00,1b6c6ec7,BMK-09,Minyak Goreng,10
e142da5f,07/10/2026 00:00:00,1b6c6ec7,BMK-10,Telur,1
0d0cf57e,07/10/2026 00:00:00,40259bd2,BK-01,Biji Kopi,18
554921c5,07/11/2026 00:00:00,738ffb1e,BK-01,Biji Kopi,18
4cc6c1c4,07/11/2026 00:00:00,32088bb2,MB-01,Le Mineral,1
d108b674,07/11/2026 00:00:00,630c2f46,BK-01,Biji Kopi,18
5da9b600,07/11/2026 00:00:00,630c2f46,BK-02,SKM,25
44e1cb0c,07/11/2026 00:00:00,14bd680f,BK-01,Biji Kopi,18
55edf6a2,07/11/2026 00:00:00,14bd680f,BK-02,SKM,25
c685c9ea,07/11/2026 00:00:00,3dd8b617,MB-02,Badak,1
39efa88b,07/11/2026 00:00:00,3dd8b617,BK-02,SKM,30
560c8f89,07/11/2026 00:00:00,9b7f2a05,BK-01,Biji Kopi,18
d7a58d9c,07/11/2026 00:00:00,9b7f2a05,BK-02,SKM,25
db0bc6b5,07/11/2026 00:00:00,58117ae1,MB-01,Le Mineral,2
ca54ee48,07/11/2026 00:00:00,0c1d0959,BK-06,Teh,1
a69fcd39,07/11/2026 00:00:00,0c1d0959,BK-04,Gula Putih,25
e744674d,07/11/2026 00:00:00,e05b82c3,BK-01,Biji Kopi,18
74fd4bc0,07/11/2026 00:00:00,e05b82c3,BK-02,SKM,25
a7aaf027,07/11/2026 00:00:00,f590a75c,BK-01,Biji Kopi,18
bc7de099,07/11/2026 00:00:00,6e9d9885,BK-01,Biji Kopi,18
88837444,07/11/2026 00:00:00,6e9d9885,BK-02,SKM,25
295c0853,07/11/2026 00:00:00,3858a8aa,BK-01,Biji Kopi,18
f509ca40,07/11/2026 00:00:00,4c8668b8,BK-01,Biji Kopi,18
46243520,07/11/2026 00:00:00,2123c33e,BK-01,Biji Kopi,18
100250ad,07/11/2026 00:00:00,2123c33e,BK-02,SKM,25
fc3ea281,07/12/2026 00:00:00,51500aff,BK-01,Biji Kopi,18
fc033d10,07/12/2026 00:00:00,51500aff,BK-02,SKM,25
658a1b17,07/12/2026 00:00:00,fa78b2ce,MB-02,Badak,1
5ad96dc2,07/12/2026 00:00:00,d319bff9,BK-06,Teh,1
58d465c3,07/12/2026 00:00:00,d319bff9,BK-04,Gula Putih,25
10d98b33,07/12/2026 00:00:00,c9bbfe92,MB-02,Badak,1
8e6c1c2c,07/12/2026 00:00:00,c9bbfe92,BK-02,SKM,30
63a49891,07/12/2026 00:00:00,6d9e5951,BK-01,Biji Kopi,18
2c237ac2,07/12/2026 00:00:00,6d9e5951,BK-02,SKM,25
f5db6fae,07/12/2026 00:00:00,f22c0244,BK-01,Biji Kopi,18
c8bb943b,07/12/2026 00:00:00,f22c0244,BK-02,SKM,25
a0be20c0,07/12/2026 00:00:00,d9ee730e,BK-01,Biji Kopi,18
c950f96b,07/12/2026 00:00:00,d9ee730e,BK-02,SKM,25
0a6889e5,07/12/2026 00:00:00,ba39da79,BK-01,Biji Kopi,18
d99ee276,07/12/2026 00:00:00,ba39da79,BK-02,SKM,25
fb68e3e0,07/12/2026 00:00:00,f37bcd41,MB-01,Le Mineral,1
99d1dbc5,07/12/2026 00:00:00,1526d866,BK-01,Biji Kopi,18
4ad83e89,07/12/2026 00:00:00,8711ec50,BK-01,Biji Kopi,18
fb12a5ea,07/12/2026 00:00:00,8711ec50,BK-02,SKM,25
f9c9b59c,07/12/2026 00:00:00,932b8e22,BK-01,Biji Kopi,18
f02f8a0f,07/12/2026 00:00:00,932b8e22,BK-02,SKM,25
51c05b37,07/12/2026 00:00:00,e318fd61,MB-01,Le Mineral,1
36d523f1,07/13/2026 00:00:00,c23c0d66,BK-01,Biji Kopi,18
d9f2df65,07/13/2026 00:00:00,891efc00,BK-01,Biji Kopi,18
808c8b16,07/13/2026 00:00:00,87d8e5a0,BK-01,Biji Kopi,18
c83dd270,07/13/2026 00:00:00,87d8e5a0,BK-02,SKM,25
cab9abbb,07/13/2026 00:00:00,fa5502c4,BK-01,Biji Kopi,18
af6fe924,07/13/2026 00:00:00,fa5502c4,BK-02,SKM,25
3b1b508d,07/13/2026 00:00:00,2b3a4ea3,MB-02,Badak,1
519917d8,07/13/2026 00:00:00,919c2a27,BK-01,Biji Kopi,18
b94394b8,07/13/2026 00:00:00,7bb779b8,BK-01,Biji Kopi,36
d621e72f,07/13/2026 00:00:00,c4680eff,MB-01,Le Mineral,1
6e9a348c,07/13/2026 00:00:00,e30e924b,BK-06,Teh,1
3791ab18,07/13/2026 00:00:00,e30e924b,BK-04,Gula Putih,25
816b108a,07/14/2026 00:00:00,1d8ca058,BK-06,Teh,1
21a48651,07/14/2026 00:00:00,1d8ca058,BK-04,Gula Putih,25
df2e549c,07/14/2026 00:00:00,87f8dd75,MB-01,Le Mineral,1
a8c9b570,07/14/2026 00:00:00,de9c7cff,BK-06,Teh,1
cb48cb73,07/14/2026 00:00:00,de9c7cff,BK-04,Gula Putih,25
d06bdce2,07/14/2026 00:00:00,b186182a,BK-01,Biji Kopi,18
db3a9d25,07/14/2026 00:00:00,c9352000,MB-02,Badak,1
fd4d09a9,07/14/2026 00:00:00,d6c3b04d,MB-01,Le Mineral,1
a4356a5c,07/14/2026 00:00:00,8e9b3c4c,BK-01,Biji Kopi,18
792d7aa6,07/14/2026 00:00:00,8e9b3c4c,BK-02,SKM,25
b9a33961,07/14/2026 00:00:00,92ed1d35,BK-01,Biji Kopi,18
93ac354d,07/14/2026 00:00:00,7f8e89a6,BK-06,Teh,1
bd23c615,07/14/2026 00:00:00,7f8e89a6,BK-04,Gula Putih,25
724d2cb0,07/14/2026 00:00:00,1610f2d9,BK-01,Biji Kopi,18
b2f5670d,07/14/2026 00:00:00,1610f2d9,BK-02,SKM,25
21bce7d6,07/15/2026 00:00:00,f91f9daf,BK-01,Biji Kopi,18
15eaf56f,07/15/2026 00:00:00,f91f9daf,BK-02,SKM,25
217eec4f,07/15/2026 00:00:00,2b371f0e,BK-01,Biji Kopi,18
990e751e,07/15/2026 00:00:00,2b371f0e,BK-02,SKM,25
1d4e5243,07/15/2026 00:00:00,a38db879,MB-01,Le Mineral,1
df76d6e1,07/15/2026 00:00:00,00bdb222,MB-01,Le Mineral,1
d0cf8920,07/15/2026 00:00:00,bd7cae0f,BK-01,Biji Kopi,18
29ca93a3,07/15/2026 00:00:00,bd7cae0f,BK-02,SKM,25
8a010898,07/15/2026 00:00:00,2ef72deb,BMK-08,Indomie Goreng,1
574c52b9,07/15/2026 00:00:00,2ef72deb,BMK-09,Minyak Goreng,10
0d763292,07/15/2026 00:00:00,2ef72deb,BMK-10,Telur,1
9fe9803d,07/15/2026 00:00:00,24427c38,BMK-08,Indomie Goreng,1
76d81814,07/15/2026 00:00:00,24427c38,BMK-09,Minyak Goreng,10
8837ef48,07/15/2026 00:00:00,24427c38,BMK-10,Telur,1
4714a3e9,07/15/2026 00:00:00,0290a6be,BK-01,Biji Kopi,18
e1a9dc7c,07/15/2026 00:00:00,47d4f7cd,BK-01,Biji Kopi,18
14d0fcd9,07/15/2026 00:00:00,47d4f7cd,BK-02,SKM,25
24edb58e,07/15/2026 00:00:00,43470757,BK-01,Biji Kopi,18
a287ecee,07/16/2026 00:00:00,dd1e6063,BK-01,Biji Kopi,18
1e51aa97,07/16/2026 00:00:00,dd1e6063,BK-02,SKM,25
b8b33dab,07/17/2026 00:00:00,771684d6,MB-01,Le Mineral,1
ae11f0a5,07/17/2026 00:00:00,f77f8418,BK-01,Biji Kopi,18
bfb3bcf8,07/17/2026 00:00:00,f77f8418,BK-02,SKM,25
8fd78d1e,07/17/2026 00:00:00,052c9e1f,BK-01,Biji Kopi,18
18f3b324,07/17/2026 00:00:00,052c9e1f,BK-02,SKM,25
3dd9e418,07/17/2026 00:00:00,3f0ec846,BK-01,Biji Kopi,18
656de908,07/17/2026 00:00:00,731749ae,BK-06,Teh,1
207100a6,07/17/2026 00:00:00,731749ae,BK-04,Gula Putih,25
d2961bb2,07/17/2026 00:00:00,7d76f922,MB-02,Badak,2
e9dd0b2a,07/17/2026 00:00:00,7d76f922,BK-02,SKM,60
3101b1c4,07/17/2026 00:00:00,a517518e,MB-01,Le Mineral,1
922bc837,07/18/2026 00:00:00,cefd71c1,BK-01,Biji Kopi,18
6dd0c354,07/18/2026 00:00:00,33b5ec38,BK-01,Biji Kopi,36
1c3c6a6f,07/18/2026 00:00:00,bc6739d0,MB-02,Badak,1
163aa22b,07/18/2026 00:00:00,bc6739d0,BK-02,SKM,30
5877f09e,07/18/2026 00:00:00,711cc239,MB-02,Badak,1
d7f21ef5,07/18/2026 00:00:00,711cc239,BK-02,SKM,30
d57793b8,07/18/2026 00:00:00,bd585c54,BK-01,Biji Kopi,18
e6f83d7d,07/18/2026 00:00:00,9d52e963,BK-01,Biji Kopi,18
46c89c23,07/18/2026 00:00:00,f8203609,MB-02,Badak,1
f9a9df7c,07/19/2026 00:00:00,547cb510,BK-01,Biji Kopi,18
62d07744,07/19/2026 00:00:00,547cb510,BK-02,SKM,25
634946ae,07/19/2026 00:00:00,369f21cb,BK-01,Biji Kopi,18
db6a988e,07/19/2026 00:00:00,369f21cb,BK-02,SKM,25
890afb93,07/19/2026 00:00:00,a0c16111,MB-01,Le Mineral,1
756b3965,07/19/2026 00:00:00,7fa092ae,BK-01,Biji Kopi,36
59b301ba,07/19/2026 00:00:00,7fa092ae,BK-02,SKM,50
2b41fc0e,07/19/2026 00:00:00,a370f1b2,MB-02,Badak,1
f5f0d00b,07/19/2026 00:00:00,a370f1b2,BK-02,SKM,30
c11394c5,07/19/2026 00:00:00,cf61c8ad,BK-06,Teh,1
de75e63f,07/19/2026 00:00:00,cf61c8ad,BK-04,Gula Putih,25
f4245e5a,07/19/2026 00:00:00,f9450199,MB-02,Badak,3
623a95c7,07/19/2026 00:00:00,f9450199,BK-02,SKM,90
71feddcb,07/19/2026 00:00:00,c5605a71,MB-02,Badak,1
6aee568d,07/19/2026 00:00:00,23b18e00,MB-02,Badak,1
e9c5f0c5,07/19/2026 00:00:00,4fca54a5,BK-01,Biji Kopi,36
f2e04227,07/19/2026 00:00:00,4fca54a5,BK-02,SKM,50
1e6940be,07/19/2026 00:00:00,ba91ae13,BK-06,Teh,2
7e49e857,07/19/2026 00:00:00,ba91ae13,BK-04,Gula Putih,50
